Year,usg_apt_id,usg_apt,usg_wac,fg_apt_id,fg_apt,fg_wac,Total
2019,12889,LAS,85,16217,YUL,941,137
2019,12892,LAX,91,13602,NAN,821,60
2019,13930,ORD,41,11118,CPH,419,56
2019,13303,MIA,33,11888,GEO,350,55
2019,15304,TPA,33,14286,PTY,162,42
2019,13303,MIA,33,13269,MGA,153,36
2019,11697,FLL,33,10411,AUA,277,62
2019,12892,LAX,91,14309,PVG,713,60
2019,14683,SAT,74,11874,GDL,148,17
2019,12264,IAD,32,11868,GCM,233,18
2019,14262,PSP,91,16229,YVR,906,138
2019,14843,SJU,3,15084,SXM,264,56
2019,14771,SFO,91,10244,AKL,851,42
2019,12264,IAD,32,11868,GCM,233,30
2019,12264,IAD,32,12972,LHR,493,138
2019,12173,HNL,2,12699,KIX,736,62
2019,12892,LAX,91,15058,SVO,475,60
2019,11298,DFW,74,15192,TGU,131,26
2019,12892,LAX,91,15092,SYD,802,60
2019,14492,RDU,36,10920,CDG,427,44
2019,13303,MIA,33,13218,MDE,327,55
2019,11433,DTW,43,16229,YVR,906,18
2019,13303,MIA,33,10292,AMS,461,42
2019,12266,IAH,74,14677,SAL,118,160
2019,12478,JFK,22,14681,SAP,131,17
2019,13204,MCO,33,14681,SAP,131,17
2019,12892,LAX,91,14312,PVR,148,60
2019,12478,JFK,22,10752,BRU,409,17
2019,12892,LAX,91,14312,PVR,148,60
2019,11638,FAT,91,11874,GDL,148,62
2019,12892,LAX,91,14312,PVR,148,60
2019,11433,DTW,43,16477,QRO,148,30
2019,12892,LAX,91,14309,PVG,713,55
2019,13204,MCO,33,10920,CDG,427,17
2019,12892,LAX,91,11760,FRA,429,138
2019,12478,JFK,22,12277,ICN,778,146
2019,11697,FLL,33,12966,LGW,493,17
2019,12892,LAX,91,13408,MNL,766,138
2019,10821,BWI,32,12972,LHR,493,56
2019,12892,LAX,91,14832,SJD,148,60
2019,12264,IAD,32,12026,GVA,486,18
2019,12892,LAX,91,14832,SJD,148,60
2019,11618,EWR,22,16321,ZRH,486,62
2019,12892,LAX,91,13514,MTY,148,60
2019,14771,SFO,91,14228,PPT,823,26
2019,11618,EWR,22,15018,STN,493,17
2019,15027,STX,4,14849,SKB,275,56
2019,11697,FLL,33,12986,LIM,368,62
2019,12892,LAX,91,11874,GDL,148,60
2019,15024,STT,4,10444,AXA,202,56
2019,12892,LAX,91,12010,GUA,127,60
2019,12478,JFK,22,16271,YYZ,936,136
2019,15024,STT,4,14849,SKB,275,56
2019,13204,MCO,33,14286,PTY,162,584
2019,13303,MIA,33,15084,SXM,264,6
